Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
Datetime,,,,,,
2024-09-24 15:40:00+00:00,252.14999389648438,252.14999389648438,252.6699981689453,251.60009765625,252.47500610351562,0
2024-09-24 15:45:00+00:00,252.04429626464844,252.04429626464844,252.33999633789062,251.4199981689453,252.16990661621094,875799
2024-09-24 15:50:00+00:00,252.42010498046875,252.42010498046875,252.5800018310547,251.6999969482422,252.05999755859375,817783
2024-09-24 15:55:00+00:00,251.92990112304688,251.92990112304688,252.85000610351562,251.89999389648438,252.4499969482422,726228
2024-09-24 16:00:00+00:00,253.14999389648438,253.14999389648438,253.18800354003906,251.9062042236328,251.9499969482422,612548
2024-09-24 16:05:00+00:00,252.6300048828125,252.6300048828125,253.21949768066406,252.57000732421875,253.16000366210938,501771
2024-09-24 16:10:00+00:00,252.75990295410156,252.75990295410156,253.02999877929688,252.39999389648438,252.63009643554688,421283
2024-09-24 16:15:00+00:00,252.4799041748047,252.4799041748047,252.72079467773438,252.0,252.72079467773438,526107
2024-09-24 16:20:00+00:00,252.3385009765625,252.3385009765625,252.8699951171875,252.23500061035156,252.45289611816406,560170
2024-09-24 16:25:00+00:00,252.27499389648438,252.27499389648438,252.6199951171875,252.0,252.30999755859375,403860
2024-09-24 16:30:00+00:00,252.33999633789062,252.33999633789062,252.4499969482422,252.11000061035156,252.27499389648438,391817
2024-09-24 16:35:00+00:00,251.91000366210938,251.91000366210938,252.38999938964844,251.74000549316406,252.30999755859375,486120
2024-09-24 16:40:00+00:00,251.71499633789062,251.71499633789062,251.93499755859375,251.17010498046875,251.89700317382812,564670
2024-09-24 16:45:00+00:00,251.7156982421875,251.7156982421875,252.0299072265625,251.50999450683594,251.70010375976562,457113
2024-09-24 16:50:00+00:00,251.77999877929688,251.77999877929688,252.10000610351562,251.60009765625,251.72999572753906,348840
2024-09-24 16:55:00+00:00,251.52000427246094,251.52000427246094,251.82969665527344,251.33999633789062,251.77000427246094,376586
2024-09-24 17:00:00+00:00,251.86749267578125,251.86749267578125,252.0399932861328,251.3000030517578,251.54989624023438,379171
2024-09-24 17:05:00+00:00,252.07000732421875,252.07000732421875,252.2899932861328,251.8300018310547,251.86509704589844,391119
2024-09-24 17:10:00+00:00,252.24000549316406,252.24000549316406,252.27999877929688,251.6999969482422,252.0500030517578,316729
2024-09-24 17:15:00+00:00,252.4600067138672,252.4600067138672,252.47999572753906,252.160400390625,252.22999572753906,356463
2024-09-24 17:20:00+00:00,252.40919494628906,252.40919494628906,252.4499969482422,252.19000244140625,252.4409942626953,228857
2024-09-24 17:25:00+00:00,252.42999267578125,252.42999267578125,252.72999572753906,252.1199951171875,252.39849853515625,430634
2024-09-24 17:30:00+00:00,252.60000610351562,252.60000610351562,252.6999969482422,252.33999633789062,252.44000244140625,256689
